(current_cut)_Total_COIN_Triggers,(current_cut)_Total_HMS_EL-REAL_Triggers,(current_cut)_Total_SHMS_3/4_Triggers,Accepted_COIN_Triggers,Accepted_HMS_Triggers,Accepted_SHMS_Triggers,BCM2_Beam_Cut_Charge,BCM2_Beam_Cut_Current,BCM2_Charge,BCM2_Current,BCM_Cut_HMS_Run_Length,BCM_Cut_SHMS_Run_Length,Beam_Energy,COIN_CPULT,COIN_CPULT_ERROR,COIN_Trigger_Rate,EDTM_Accepted_Triggers,HMS_Angle,HMS_CPULT,HMS_CPULT_ERROR,HMS_Cal_ALL_Elec_Eff,HMS_Cal_ALL_Elec_Eff_ERROR,HMS_Cal_COIN_Elec_Eff,HMS_Cal_COIN_Elec_Eff_ERROR,HMS_Cal_SING_Elec_Eff,HMS_Cal_SING_Elec_Eff_ERROR,HMS_Cer_ALL_Elec_Eff,HMS_Cer_ALL_Elec_Eff_ERROR,HMS_Cer_COIN_Elec_Eff,HMS_Cer_COIN_Elec_Eff_ERROR,HMS_Cer_SING_Elec_Eff,HMS_Cer_SING_Elec_Eff_ERROR,HMS_EL-REAL_Trigger_Rate,HMS_Elec_ALL_TRACK_EFF,HMS_Elec_ALL_TRACK_EFF_ERROR,HMS_Elec_COIN_TRACK_EFF,HMS_Elec_COIN_TRACK_EFF_ERROR,HMS_Elec_SING_TRACK_EFF,HMS_Elec_SING_TRACK_EFF_ERROR,HMS_Hodo_3_of_4_EFF,HMS_Hodo_4_of_4_EFF,HMS_Hodo_Plane_1,HMS_Hodo_Plane_2,HMS_Hodo_Plane_3,HMS_Hodo_Plane_4,HMS_Hodo_S1XY,HMS_Hodo_S2XY,HMS_Hodoscope_S1X_Rate,HMS_Hodoscope_S1X_Triggers,HMS_P_Central,HMS_Particle_Mass,HMS_Run_Length,Non_Scaler_EDTM_Live_Time,Non_Scaler_EDTM_Live_Time_Corr,Non_Scaler_EDTM_Live_Time_Corr_ERROR,Non_Scaler_EDTM_Live_Time_ERROR,Pre-Scaled_COIN_Triggers,Pre-Scaled_HMS_EL-REAL_Triggers,Pre-Scaled_SHMS_3/4_Triggers,Ps1_factor,Ps2_factor,Ps3_factor,Ps4_factor,Ps5_factor,Ps6_factor,Run_Number,SHMS_3/4_Trigger_Rate,SHMS_Aero_ALL_Prot_Eff,SHMS_Aero_ALL_Prot_Eff_ERROR,SHMS_Aero_COIN_Prot_Eff,SHMS_Aero_COIN_Prot_Eff_ERROR,SHMS_Aero_SING_Prot_Eff,SHMS_Aero_SING_Prot_Eff_ERROR,SHMS_Angle,SHMS_CPULT,SHMS_CPULT_ERROR,SHMS_HGC_ALL_Prot_Eff,SHMS_HGC_ALL_Prot_Eff_ERROR,SHMS_HGC_COIN_Prot_Eff,SHMS_HGC_COIN_Prot_Eff_ERROR,SHMS_HGC_SING_Prot_Eff,SHMS_HGC_SING_Prot_Eff_ERROR,SHMS_Hadron_ALL_TRACK_EFF,SHMS_Hadron_ALL_TRACK_EFF_ERROR,SHMS_Hodo_3_of_4_EFF,SHMS_Hodo_4_of_4_EFF,SHMS_Hodo_Plane_1,SHMS_Hodo_Plane_2,SHMS_Hodo_Plane_3,SHMS_Hodo_Plane_4,SHMS_Hodo_S1XY,SHMS_Hodo_S2XY,SHMS_Hodoscope_S1X_Rate,SHMS_Hodoscope_S1X_Triggers,SHMS_P_Central,SHMS_Particle_Mass,SHMS_Prot_ALL_TRACK_EFF,SHMS_Prot_ALL_TRACK_EFF_ERROR,SHMS_Prot_COIN_TRACK_EFF,SHMS_Prot_COIN_TRACK_EFF_ERROR,SHMS_Prot_SING_TRACK_EFF,SHMS_Prot_SING_TRACK_EFF_ERROR,SHMS_Run_Length,Target_Mass_(amu),Total_COIN_Triggers,Total_HMS_EL-REAL_Triggers,Total_SHMS_3/4_Triggers
11248.0,49446.0,986338.0,12166.0,31251.0,120538.0,42.084,38.471,42.089,35.542,1093.898,1096.927,5.988383,0.9999,0.0001,0.01,11799.0,29.17,0.6203,0.0003,0.9946,0.0008,1.0,0.0,0.9944,0.0009,0.996,0.0007,0.9966,0.0034,0.996,0.0007,0.045,0.9986,0.0005,0.9917,0.0059,0.9988,0.0004,0.997451,0.756188,0.999465,0.998359,0.991401,0.764409,0.999999,0.997974,13.915,15222125.0,3.271,0.000511,1093.898,0.9953,0.9953,0.0006,0.0006,0.0,50377.0,246918.0,4.0,1.0,1.0,1.0,0.0,1.0,13128.0,0.899,0.6761,0.0047,0.7059,0.026,0.6752,0.0048,27.505,0.122,0.0003,0.9939,0.0009,0.9954,0.0046,0.994,0.001,0.9646,0.0014,0.985144,0.76569,0.988132,0.977339,0.953662,0.831378,0.999731,0.992186,30.404,33350962.0,3.493,0.938272,0.9973,0.0006,1.0,0.0,0.9973,0.0006,1096.927,1.007276,11248.0,49446.0,986338.0
138327.0,2512003.0,2458209.0,138923.0,614134.0,277277.0,46.837,71.758,46.847,66.65,652.708,652.708,6.398538,1.0006,0.0,0.212,7007.0,18.595,0.2444,0.0002,0.9976,0.0001,0.9987,0.0001,0.997,0.0001,0.9934,0.0001,0.9929,0.0002,0.9936,0.0002,3.849,0.997,0.0001,0.9971,0.0002,0.9969,0.0001,0.998131,0.826143,0.997928,0.995996,0.994878,0.835465,0.999992,0.999157,129.842,84748876.0,4.752,0.000511,652.708,1.0003,1.0003,0.0,0.0,0.0,837640.0,491826.0,5.0,1.0,1.0,3.0,0.0,1.0,16277.0,3.766,0.6471,0.0013,0.6527,0.0014,0.5968,0.0043,37.97,0.1128,0.0002,0.9953,0.0002,0.9954,0.0002,0.994,0.0009,0.9907,0.0003,0.981733,0.648588,0.99195,0.984905,0.965793,0.687386,0.999878,0.989307,62.616,40870062.0,2.412,0.938272,0.9944,0.0003,0.9943,0.0003,0.9951,0.0009,652.708,1.007276,138327.0,2512003.0,2458209.0
29827.0,546486.0,536864.0,29825.0,45509.0,45256.0,10.21,78.73,10.21,78.73,129.687,129.687,6.398538,0.9999,0.0,0.23,1291.0,18.595,0.0833,0.0004,0.9983,0.0002,0.9985,0.0002,0.9973,0.0006,0.9941,0.0004,0.9941,0.0005,0.9943,0.0009,4.214,0.9972,0.0003,0.9971,0.0003,0.9975,0.0007,0.998894,0.892798,0.997559,0.995346,0.996047,0.902736,0.999989,0.999615,142.766,18514953.0,4.752,0.000511,129.687,0.9992,0.9992,0.0008,0.0008,0.0,91081.0,89477.0,6.0,1.0,1.0,6.0,0.0,1.0,16278.0,4.14,0.6529,0.0029,0.6552,0.003,0.6138,0.0126,37.97,0.0843,0.0004,0.9963,0.0005,0.9963,0.0005,0.9957,0.0022,0.9927,0.0006,0.986924,0.701003,0.992698,0.986457,0.972484,0.736108,0.999901,0.992739,68.676,8906336.0,2.412,0.938272,0.9947,0.0006,0.9945,0.0007,0.9972,0.002,129.687,1.007276,29827.0,546486.0,536864.0
4776.0,211906.0,543910.0,5037.0,28073.0,36763.0,12.85,38.205,12.852,35.46,336.343,336.343,6.398538,1.0002,0.0,0.014,3613.0,18.595,0.1323,0.0003,0.9984,0.0004,1.0,0.0,0.9983,0.0004,0.9964,0.0006,0.993,0.0025,0.9968,0.0006,0.63,0.9971,0.0006,0.9971,0.0017,0.9972,0.0006,0.998444,0.78112,0.999421,0.998023,0.995292,0.786825,0.999999,0.998996,29.435,9900187.0,4.752,0.000511,336.343,1.0003,1.0003,0.0,0.0,0.0,53043.0,108840.0,5.0,1.0,1.0,4.0,0.0,1.0,16279.0,1.617,0.6452,0.0052,0.6619,0.0142,0.6426,0.0056,37.97,0.0676,0.0003,0.9955,0.0009,0.9946,0.0027,0.9959,0.0009,0.991,0.0011,0.972823,0.468814,0.990597,0.983545,0.972017,0.495034,0.999845,0.98587,18.347,6171040.0,2.412,0.938272,0.9962,0.001,0.9981,0.0019,0.9959,0.0011,336.343,1.007276,4776.0,211906.0,543910.0
98658.0,1366189.0,3160388.0,129927.0,204744.0,223073.0,74.429,68.132,74.658,17.654,1092.414,1092.414,6.398538,1.0001,0.0,0.09,42138.0,21.095,0.1464,0.0001,0.9979,0.0001,0.9984,0.0001,0.9968,0.0003,0.9948,0.0002,0.9944,0.0003,0.9957,0.0004,1.251,0.9972,0.0002,0.9973,0.0002,0.997,0.0004,0.998918,0.878283,0.998183,0.996737,0.99573,0.886547,0.999994,0.999516,94.069,102762368.0,4.391,0.000511,1092.414,0.9995,0.9995,0.0001,0.0001,0.0,279612.0,532806.0,6.0,1.0,1.0,5.0,0.0,1.0,16282.0,2.893,0.5947,0.0017,0.5998,0.0018,0.5241,0.0066,34.475,0.0698,0.0001,0.995,0.0003,0.9952,0.0003,0.9923,0.0016,0.9874,0.0004,0.988489,0.790018,0.989653,0.980225,0.960834,0.847579,0.999795,0.99403,79.766,87137693.0,2.792,0.938272,0.9943,0.0004,0.9943,0.0004,0.9953,0.0012,1092.414,1.007276,98658.0,1366189.0,3160388.0
4883.0,103829.0,442286.0,6164.0,17163.0,31930.0,15.46,37.514,15.476,28.63,412.12,412.12,6.398538,1.0,0.0,0.012,5386.0,21.095,0.1632,0.0004,0.9971,0.0007,1.0,0.0,0.9968,0.0008,0.9968,0.0008,0.9984,0.0016,0.9965,0.0009,0.252,0.9953,0.001,0.9982,0.0018,0.9949,0.0012,0.99858,0.774127,0.999036,0.998846,0.995713,0.779109,0.999999,0.999053,24.166,9959144.0,4.391,0.000511,412.12,0.9998,0.9998,0.0002,0.0002,0.0,26292.0,88790.0,5.0,1.0,1.0,4.0,0.0,1.0,16280.0,1.073,0.5841,0.0069,0.6043,0.0199,0.5813,0.0074,34.475,0.0719,0.0004,0.996,0.0012,1.0,0.0,0.9954,0.0013,0.9868,0.0015,0.97106,0.592843,0.986754,0.972513,0.961254,0.642683,0.999636,0.986155,20.993,8651425.0,2.792,0.938272,0.9972,0.001,0.9969,0.0031,0.9972,0.0011,412.12,1.007276,4883.0,103829.0,442286.0
5718.0,20343.0,1750516.0,9965.0,24661.0,36916.0,25.465,71.099,25.499,32.508,358.165,358.165,6.398538,1.0,0.0,0.016,7817.0,33.35,0.9999,0.0001,0.9948,0.0009,0.9995,0.0005,0.9925,0.0014,0.9948,0.0009,0.9954,0.0015,0.9945,0.0012,0.057,0.9973,0.0008,0.9966,0.0014,0.9976,0.0009,0.997089,0.754619,0.998625,0.997928,0.991189,0.763959,0.999997,0.99792,46.062,16497729.0,3.014,0.000511,358.165,1.0,1.0,0.0,0.0,0.0,0.0,250817.0,7.0,1.0,1.0,0.0,0.0,1.0,16513.0,4.887,0.4741,0.01,0.4765,0.0112,0.4587,0.0226,23.115,0.021,0.0001,0.9686,0.005,0.9937,0.0026,0.874,0.0208,0.9269,0.0042,0.960666,0.673796,0.965846,0.954873,0.901042,0.810831,0.998459,0.98128,170.076,60915410.0,4.22,0.938272,0.9948,0.0021,0.9964,0.0021,0.9899,0.0058,358.165,1.007276,5718.0,20343.0,1750516.0
10084.0,32569.0,2686616.0,12824.0,35379.0,54158.0,39.321,59.897,39.348,42.254,656.475,656.475,6.398538,1.0001,0.0,0.015,9282.0,33.35,0.9999,0.0001,0.991,0.001,0.9991,0.0005,0.9868,0.0015,0.9967,0.0006,0.9973,0.0009,0.9964,0.0008,0.05,0.9973,0.0006,0.9977,0.0009,0.9971,0.0008,0.997329,0.769057,0.999436,0.997822,0.990757,0.778365,0.999999,0.997951,39.028,25621206.0,3.014,0.000511,656.475,1.0003,1.0003,0.0,0.0,0.0,0.0,384330.0,7.0,1.0,1.0,0.0,0.0,1.0,16514.0,4.092,0.466,0.0079,0.477,0.0087,0.4152,0.0187,23.115,0.0201,0.0001,0.9738,0.0037,0.9943,0.0019,0.8758,0.0182,0.9234,0.0034,0.955939,0.658813,0.969953,0.947879,0.885365,0.80935,0.998434,0.978145,144.003,94534289.0,4.22,0.938272,0.9919,0.0021,0.9917,0.0024,0.9927,0.0042,656.475,1.007276,10084.0,32569.0,2686616.0
27856.0,99394.0,8701576.0,29178.0,100730.0,163177.0,126.419,75.794,126.428,70.143,1667.932,1669.976,6.398538,1.0001,0.0,0.017,17963.0,33.35,1.0,0.0,0.9937,0.0005,0.9988,0.0003,0.9909,0.0007,0.9942,0.0004,0.9944,0.0007,0.994,0.0006,0.06,0.9972,0.0003,0.9981,0.0004,0.9965,0.0005,0.996849,0.754921,0.998806,0.997721,0.990141,0.765093,0.999997,0.997684,49.586,82706018.0,3.014,0.000511,1667.932,1.0001,1.0001,0.0,0.0,0.0,0.0,1243303.0,7.0,1.0,1.0,0.0,0.0,1.0,16515.0,5.211,0.4659,0.0044,0.4723,0.0049,0.4368,0.0103,23.115,0.0187,0.0,0.9711,0.0021,0.9937,0.0011,0.8747,0.0097,0.9269,0.0019,0.958,0.666338,0.969243,0.947734,0.892646,0.812636,0.998392,0.979886,180.716,301791187.0,4.22,0.938272,0.994,0.001,0.9944,0.0011,0.9924,0.0024,1669.976,1.007276,27856.0,99394.0,8701576.0
7680.0,27192.0,2368537.0,8881.0,28410.0,45316.0,34.401,75.799,34.409,59.92,453.84,453.84,6.398538,1.0001,0.0,0.017,5724.0,33.35,1.0001,0.0001,0.9935,0.0009,0.9983,0.0008,0.991,0.0013,0.9958,0.0007,0.9959,0.0012,0.9958,0.0009,0.06,0.9969,0.0007,0.9958,0.0013,0.9976,0.0008,0.997153,0.757243,0.998862,0.997012,0.992018,0.766497,0.999997,0.998136,50.085,22730516.0,3.014,0.000511,453.84,1.0002,1.0002,0.0,0.0,0.0,0.0,338562.0,7.0,1.0,1.0,0.0,0.0,1.0,16516.0,5.219,0.4568,0.0084,0.4606,0.0092,0.4393,0.0201,23.115,0.0191,0.0001,0.9789,0.0035,0.9963,0.0016,0.8993,0.0174,0.9279,0.0035,0.953104,0.648111,0.972283,0.947122,0.876254,0.803194,0.998534,0.975646,181.002,82145757.0,4.22,0.938272,0.9956,0.0017,0.9951,0.002,0.9972,0.0028,453.84,1.007276,7680.0,27192.0,2368537.0
35836.0,122089.0,10358715.0,39685.0,126321.0,199709.0,151.435,67.481,151.481,57.921,2244.112,2236.016,6.398538,1.0032,0.0,0.016,26076.0,33.35,1.0035,0.0,0.994,0.0004,0.9984,0.0004,0.9917,0.0006,0.9945,0.0004,0.994,0.0007,0.9947,0.0005,0.055,0.9973,0.0003,0.9973,0.0005,0.9974,0.0004,0.997256,0.762624,0.998844,0.997974,0.991228,0.771826,0.999998,0.997998,44.652,100203632.0,3.014,0.000511,2244.112,1.0033,1.0033,0.0,0.0,0.0,0.0,1480652.0,7.0,1.0,1.0,0.0,0.0,1.0,16517.0,4.633,0.4614,0.004,0.4707,0.0045,0.4197,0.0096,23.115,0.0193,0.0,0.9736,0.0019,0.9951,0.0009,0.8735,0.0093,0.9259,0.0017,0.957723,0.663709,0.972937,0.948585,0.88836,0.80952,0.998609,0.978735,161.545,361218378.0,4.22,0.938272,0.9934,0.001,0.9926,0.0012,0.9962,0.0015,2236.016,1.007276,35836.0,122089.0,10358715.0
18261.0,42571.0,11409063.0,20261.0,44604.0,195765.0,105.747,65.05,105.757,57.91,1625.64,1625.64,7.941524,1.0,0.0,0.011,18199.0,33.64,1.0,0.0,0.9887,0.0012,0.9989,0.0008,0.9856,0.0015,0.995,0.0008,0.9967,0.0013,0.9945,0.001,0.026,0.9958,0.0008,0.9969,0.0014,0.9954,0.001,0.996231,0.744344,0.999278,0.997039,0.988336,0.75591,0.999998,0.997153,42.109,68453684.0,3.283,0.000511,1625.64,1.0,1.0,0.0,0.0,0.0,0.0,1630301.0,7.0,1.0,1.0,0.0,0.0,1.0,14590.0,7.018,0.4027,0.0088,0.4279,0.0117,0.3707,0.0133,19.27,0.0172,0.0,0.9092,0.0077,0.991,0.0034,0.8046,0.0161,0.814,0.0035,0.929877,0.578031,0.964118,0.9451,0.831474,0.762948,0.99803,0.960051,220.798,358937787.0,5.512,0.938272,0.9936,0.0023,0.9986,0.0014,0.9869,0.0049,1625.64,1.007276,18261.0,42571.0,11409063.0
31454.0,74260.0,20096576.0,39507.0,82429.0,348623.0,185.961,66.45,185.984,51.569,2798.515,2798.515,7.941524,1.0,0.0,0.011,35941.0,33.64,0.9999,0.0,0.989,0.0009,0.9968,0.001,0.9866,0.0011,0.9943,0.0006,0.9972,0.0009,0.9935,0.0008,0.027,0.9974,0.0005,0.9971,0.001,0.9975,0.0006,0.996715,0.74552,0.999047,0.998309,0.989264,0.755608,0.999998,0.997376,42.641,119330426.0,3.283,0.000511,2798.515,1.0,1.0,0.0,0.0,0.0,0.0,2872488.0,7.0,1.0,1.0,0.0,0.0,1.0,14592.0,7.181,0.3949,0.0066,0.431,0.0089,0.3448,0.01,19.27,0.0173,0.0,0.9155,0.0058,0.9941,0.0021,0.8056,0.0127,0.8145,0.0026,0.928521,0.574412,0.965119,0.942017,0.831962,0.759418,0.997978,0.959573,225.537,631168443.0,5.512,0.938272,0.992,0.0019,0.9968,0.0016,0.9849,0.0041,2798.515,1.007276,31454.0,74260.0,20096576.0
39972.0,94888.0,25913719.0,40815.0,95755.0,439456.0,239.961,67.666,239.973,66.098,3546.244,3546.244,7.941524,1.0001,0.0,0.011,36182.0,33.64,1.0,0.0,0.9873,0.0008,0.9978,0.0007,0.9841,0.0011,0.9951,0.0005,0.9976,0.0008,0.9944,0.0006,0.027,0.9974,0.0004,0.9983,0.0007,0.9971,0.0005,0.996384,0.752095,0.998934,0.997506,0.988358,0.763671,0.999997,0.997249,43.746,155132389.0,3.283,0.000511,3546.244,1.0001,1.0001,0.0,0.0,0.0,0.0,3702252.0,7.0,1.0,1.0,0.0,0.0,1.0,14593.0,7.307,0.3953,0.0058,0.4277,0.0078,0.3505,0.0088,19.27,0.017,0.0,0.8967,0.0055,0.9914,0.0022,0.7722,0.0115,0.8134,0.0023,0.930187,0.579296,0.962194,0.944835,0.835267,0.762882,0.997914,0.960939,229.516,813920125.0,5.512,0.938272,0.9952,0.0013,0.9981,0.0011,0.9906,0.003,3546.244,1.007276,39972.0,94888.0,25913719.0
30457.0,72573.0,19719223.0,39315.0,81572.0,342624.0,182.464,67.341,182.49,50.716,2709.572,2709.518,7.941524,1.0001,0.0,0.011,35859.0,33.64,1.0,0.0,0.989,0.0009,0.998,0.0008,0.9864,0.0011,0.9955,0.0006,0.998,0.0008,0.9947,0.0007,0.027,0.9966,0.0006,0.9978,0.0009,0.9962,0.0007,0.996649,0.756338,0.99903,0.997707,0.988951,0.76729,0.999998,0.997429,43.522,117926618.0,3.283,0.000511,2709.572,1.0001,1.0001,0.0,0.0,0.0,0.0,2818639.0,7.0,1.0,1.0,0.0,0.0,1.0,14594.0,7.278,0.4022,0.0067,0.4363,0.009,0.3554,0.01,19.27,0.0174,0.0,0.9056,0.006,0.994,0.0021,0.7911,0.0126,0.8121,0.0027,0.925218,0.568479,0.961612,0.940268,0.823232,0.763731,0.997707,0.958235,228.292,618562333.0,5.512,0.938272,0.9948,0.0016,0.9968,0.0016,0.9916,0.0032,2709.518,1.007276,30457.0,72573.0,19719223.0
22487.0,53038.0,14469530.0,38555.0,69357.0,261173.0,133.877,66.93,133.903,37.089,2000.237,1998.217,7.941524,1.0001,0.0,0.011,35981.0,33.64,1.0,0.0,0.9881,0.0011,0.9978,0.001,0.9851,0.0014,0.9952,0.0007,0.9987,0.0007,0.9942,0.0009,0.027,0.9983,0.0005,0.999,0.0007,0.9981,0.0006,0.996146,0.752179,0.999147,0.997383,0.987205,0.764579,0.999998,0.996988,43.374,86759229.0,3.283,0.000511,2000.237,1.0002,1.0002,0.0,0.0,0.0,0.0,2069893.0,7.0,1.0,1.0,0.0,0.0,1.0,14595.0,7.241,0.3978,0.0079,0.421,0.0104,0.3625,0.0121,19.27,0.018,0.0,0.9103,0.007,0.9885,0.0034,0.8065,0.0148,0.8156,0.0031,0.929638,0.576745,0.96282,0.946097,0.834034,0.759137,0.997996,0.960025,227.12,453835565.0,5.512,0.938272,0.996,0.0016,0.9978,0.0016,0.9935,0.0033,1998.217,1.007276,22487.0,53038.0,14469530.0
18364.0,43150.0,11719612.0,35761.0,60869.0,216099.0,108.218,66.035,108.266,31.991,1638.783,1638.783,7.941524,1.0001,0.0,0.011,33728.0,33.64,1.0,0.0,0.9888,0.0012,0.9984,0.001,0.986,0.0015,0.996,0.0007,0.9973,0.0012,0.9956,0.0009,0.026,0.9974,0.0006,0.9956,0.0017,0.9981,0.0006,0.995811,0.738408,0.998708,0.997331,0.987252,0.750914,0.999997,0.996825,42.322,69356727.0,3.283,0.000511,1638.783,1.0001,1.0001,0.0,0.0,0.0,0.0,1677552.0,7.0,1.0,1.0,0.0,0.0,1.0,14597.0,7.151,0.3972,0.0087,0.4304,0.0117,0.3549,0.013,19.27,0.0184,0.0,0.9039,0.0079,0.9961,0.0022,0.7863,0.0166,0.8121,0.0035,0.928271,0.572219,0.964367,0.951694,0.818341,0.761883,0.998279,0.956744,224.331,367629208.0,5.512,0.938272,0.9968,0.0016,1.0,0.0,0.9926,0.0037,1638.783,1.007276,18364.0,43150.0,11719612.0
36447.0,85922.0,23380009.0,40686.0,90214.0,400302.0,216.336,66.753,216.35,59.01,3240.847,3240.847,7.941524,1.0,0.0,0.011,36535.0,33.64,1.0,0.0,0.9891,0.0008,0.9989,0.0005,0.9862,0.001,0.9955,0.0005,0.9978,0.0008,0.9949,0.0006,0.027,0.9981,0.0004,0.9972,0.0009,0.9984,0.0004,0.996724,0.756103,0.999112,0.998562,0.988341,0.766805,0.999999,0.997281,42.712,138423438.0,3.283,0.000511,3240.847,1.0,1.0,0.0,0.0,0.0,0.0,3340845.0,7.0,1.0,1.0,0.0,0.0,1.0,14598.0,7.214,0.4094,0.0062,0.4321,0.0082,0.3805,0.0094,19.27,0.0171,0.0,0.9135,0.0053,0.9917,0.0023,0.8143,0.011,0.8103,0.0025,0.928247,0.573844,0.961786,0.945686,0.83039,0.759777,0.997924,0.959256,227.132,736100513.0,5.512,0.938272,0.9944,0.0015,0.9986,0.001,0.9883,0.0034,3240.847,1.007276,36447.0,85922.0,23380009.0
19799.0,46266.0,12445588.0,20921.0,47403.0,212319.0,115.309,65.444,115.322,61.527,1761.946,1761.946,7.941524,1.0,0.0,0.011,18680.0,33.64,1.0,0.0,0.9874,0.0012,0.997,0.0012,0.9846,0.0015,0.9955,0.0007,0.9975,0.0011,0.995,0.0009,0.026,0.9979,0.0006,0.9977,0.0011,0.998,0.0006,0.997352,0.751709,0.999127,0.998831,0.991047,0.760051,0.999999,0.997852,42.108,74192170.0,3.283,0.000511,1761.946,1.0001,1.0001,0.0,0.0,0.0,0.0,1778291.0,7.0,1.0,1.0,0.0,0.0,1.0,14599.0,7.064,0.4085,0.0084,0.4429,0.0111,0.3575,0.0127,19.27,0.0171,0.0,0.9118,0.0072,0.9932,0.0028,0.7978,0.0158,0.8125,0.0033,0.92912,0.575354,0.964049,0.945659,0.831031,0.759424,0.998046,0.95935,222.891,392721260.0,5.512,0.938272,0.994,0.0021,0.9964,0.0021,0.9901,0.0044,1761.946,1.007276,19799.0,46266.0,12445588.0
9483.0,14654.0,1195794.0,9790.0,14962.0,28053.0,35.52,37.464,35.521,36.283,948.118,948.118,7.941524,1.0,0.0,0.01,9756.0,33.64,0.9999,0.0001,0.9846,0.0037,1.0,0.0,0.9843,0.0038,0.9793,0.0043,1.0,0.0,0.979,0.0043,0.015,0.9988,0.0012,1.0,0.0,0.9988,0.0012,0.996828,0.737709,0.999466,0.99892,0.989108,0.747038,0.999999,0.997245,10.022,9502292.0,3.283,0.000511,948.118,1.0,1.0,0.0,0.0,0.0,0.0,170883.0,7.0,1.0,1.0,0.0,0.0,1.0,14600.0,1.261,0.3987,0.0282,0.4545,0.1062,0.3943,0.0293,19.27,0.0235,0.0001,0.9302,0.0224,1.0,0.0,0.9244,0.0242,0.8192,0.0104,0.946523,0.626108,0.967213,0.949838,0.863071,0.789644,0.998355,0.971196,51.529,48855367.0,5.512,0.938272,1.0,0.0,1.0,0.0,1.0,0.0,948.118,1.007276,9483.0,14654.0,1195794.0
40762.0,835839.0,3484639.0,47953.0,207181.0,251287.0,81.189,66.23,81.255,41.833,1225.858,1227.856,8.482858,1.0005,0.0,0.033,19404.0,19.56,0.2457,0.0001,0.9946,0.0003,0.9981,0.0003,0.9929,0.0004,0.9954,0.0002,0.9955,0.0004,0.9954,0.0003,0.681,0.9971,0.0002,0.9977,0.0003,0.9968,0.0003,0.998202,0.835906,0.997921,0.99647,0.994147,0.845564,0.999993,0.999096,111.316,136458033.0,5.587,0.000511,1225.858,1.0007,1.0007,0.0,0.0,0.0,281082.0,698720.0,5.0,1.0,1.0,3.0,0.0,1.0,16162.0,2.838,0.493,0.003,0.5002,0.0032,0.4444,0.0082,30.02,0.0719,0.0001,0.9848,0.001,0.9951,0.0006,0.9153,0.0066,0.9371,0.0012,0.972699,0.719855,0.978806,0.962775,0.916653,0.833333,0.999211,0.986109,98.629,121102421.0,3.731,0.938272,0.9942,0.0007,0.9943,0.0007,0.994,0.0017,1227.856,1.007276,40762.0,835839.0,3484639.0
22447.0,472260.0,1967646.0,23652.0,113731.0,138405.0,46.049,72.442,46.063,60.916,635.661,635.661,8.482858,1.0001,0.0,0.035,7534.0,19.56,0.2402,0.0002,0.9943,0.0004,0.9987,0.0003,0.9923,0.0005,0.9951,0.0003,0.9941,0.0007,0.9956,0.0004,0.743,0.9966,0.0003,0.9965,0.0005,0.9966,0.0004,0.99803,0.830663,0.998213,0.995749,0.993849,0.840875,0.999992,0.999021,123.059,78223509.0,5.587,0.000511,635.661,0.9998,0.9998,0.0001,0.0001,0.0,157842.0,393859.0,5.0,1.0,1.0,3.0,0.0,1.0,16164.0,3.095,0.4912,0.004,0.4994,0.0043,0.4388,0.0109,30.02,0.0703,0.0002,0.9842,0.0014,0.9948,0.0009,0.9137,0.0089,0.9337,0.0017,0.974534,0.728871,0.982317,0.966941,0.910723,0.842583,0.999415,0.985946,107.47,68314636.0,3.731,0.938272,0.9938,0.0009,0.9938,0.001,0.9941,0.0022,635.661,1.007276,22447.0,472260.0,1967646.0
7554.0,93466.0,543596.0,7652.0,93569.0,114963.0,27.961,39.69,27.962,39.143,704.474,704.474,8.482858,1.0,0.0,0.011,7119.0,19.56,1.0,0.0006,0.9826,0.0007,0.9922,0.0045,0.9824,0.0007,0.9968,0.0003,0.9948,0.0037,0.9968,0.0003,0.133,0.9973,0.0003,1.0,0.0,0.9973,0.0003,0.99854,0.815929,0.999206,0.99875,0.99386,0.822651,0.999999,0.998911,27.405,19306318.0,5.587,0.000511,704.474,1.0,1.0,0.0,0.0,0.0,0.0,181237.0,3.0,1.0,1.0,0.0,0.0,1.0,16165.0,0.772,0.5138,0.0059,0.5,0.0266,0.5145,0.0061,30.02,0.2114,0.0006,0.9815,0.0022,0.9888,0.0079,0.9811,0.0023,0.9414,0.002,0.966682,0.683934,0.975905,0.953099,0.927347,0.792915,0.99887,0.984955,26.855,18918535.0,3.731,0.938272,0.994,0.0012,1.0,0.0,0.9938,0.0012,704.474,1.007276,7554.0,93466.0,543596.0
