(current_cut)_Total_COIN_Triggers,(current_cut)_Total_HMS_EL-REAL_Triggers,(current_cut)_Total_SHMS_3/4_Triggers,Accepted_COIN_Triggers,Accepted_HMS_Triggers,Accepted_SHMS_Triggers,BCM2_Beam_Cut_Charge,BCM2_Beam_Cut_Current,BCM2_Charge,BCM2_Current,BCM_Cut_HMS_Run_Length,BCM_Cut_SHMS_Run_Length,Beam_Energy,COIN_CPULT,COIN_CPULT_ERROR,COIN_Trigger_Rate,EDTM_Accepted_Triggers,HMS_Angle,HMS_CPULT,HMS_CPULT_ERROR,HMS_Cal_ALL_Elec_Eff,HMS_Cal_ALL_Elec_Eff_ERROR,HMS_Cal_COIN_Elec_Eff,HMS_Cal_COIN_Elec_Eff_ERROR,HMS_Cal_SING_Elec_Eff,HMS_Cal_SING_Elec_Eff_ERROR,HMS_Cer_ALL_Elec_Eff,HMS_Cer_ALL_Elec_Eff_ERROR,HMS_Cer_COIN_Elec_Eff,HMS_Cer_COIN_Elec_Eff_ERROR,HMS_Cer_SING_Elec_Eff,HMS_Cer_SING_Elec_Eff_ERROR,HMS_EL-REAL_Trigger_Rate,HMS_Elec_ALL_TRACK_EFF,HMS_Elec_ALL_TRACK_EFF_ERROR,HMS_Elec_COIN_TRACK_EFF,HMS_Elec_COIN_TRACK_EFF_ERROR,HMS_Elec_SING_TRACK_EFF,HMS_Elec_SING_TRACK_EFF_ERROR,HMS_Hodo_3_of_4_EFF,HMS_Hodo_4_of_4_EFF,HMS_Hodo_Plane_1,HMS_Hodo_Plane_2,HMS_Hodo_Plane_3,HMS_Hodo_Plane_4,HMS_Hodo_S1XY,HMS_Hodo_S2XY,HMS_Hodoscope_S1X_Rate,HMS_Hodoscope_S1X_Triggers,HMS_P_Central,HMS_Particle_Mass,HMS_Run_Length,Non_Scaler_EDTM_Live_Time,Non_Scaler_EDTM_Live_Time_Corr,Non_Scaler_EDTM_Live_Time_Corr_ERROR,Non_Scaler_EDTM_Live_Time_ERROR,Pre-Scaled_COIN_Triggers,Pre-Scaled_HMS_EL-REAL_Triggers,Pre-Scaled_SHMS_3/4_Triggers,Ps1_factor,Ps2_factor,Ps3_factor,Ps4_factor,Ps5_factor,Ps6_factor,Run_Number,SHMS_3/4_Trigger_Rate,SHMS_Aero_ALL_Prot_Eff,SHMS_Aero_ALL_Prot_Eff_ERROR,SHMS_Aero_COIN_Prot_Eff,SHMS_Aero_COIN_Prot_Eff_ERROR,SHMS_Aero_SING_Prot_Eff,SHMS_Aero_SING_Prot_Eff_ERROR,SHMS_Angle,SHMS_CPULT,SHMS_CPULT_ERROR,SHMS_HGC_ALL_Prot_Eff,SHMS_HGC_ALL_Prot_Eff_ERROR,SHMS_HGC_COIN_Prot_Eff,SHMS_HGC_COIN_Prot_Eff_ERROR,SHMS_HGC_SING_Prot_Eff,SHMS_HGC_SING_Prot_Eff_ERROR,SHMS_Hadron_ALL_TRACK_EFF,SHMS_Hadron_ALL_TRACK_EFF_ERROR,SHMS_Hodo_3_of_4_EFF,SHMS_Hodo_4_of_4_EFF,SHMS_Hodo_Plane_1,SHMS_Hodo_Plane_2,SHMS_Hodo_Plane_3,SHMS_Hodo_Plane_4,SHMS_Hodo_S1XY,SHMS_Hodo_S2XY,SHMS_Hodoscope_S1X_Rate,SHMS_Hodoscope_S1X_Triggers,SHMS_P_Central,SHMS_Particle_Mass,SHMS_Prot_ALL_TRACK_EFF,SHMS_Prot_ALL_TRACK_EFF_ERROR,SHMS_Prot_COIN_TRACK_EFF,SHMS_Prot_COIN_TRACK_EFF_ERROR,SHMS_Prot_SING_TRACK_EFF,SHMS_Prot_SING_TRACK_EFF_ERROR,SHMS_Run_Length,Target_Mass_(amu),Total_COIN_Triggers,Total_HMS_EL-REAL_Triggers,Total_SHMS_3/4_Triggers
9330.0,64959.0,2823910.0,9586.0,65268.0,1417038.0,33.843,53.485,33.844,51.684,632.754,685.586,9.176808,1.0018,0.0,0.014,7084.0,23.75,1.0009,0.0003,0.9942,0.0005,0.9991,0.0006,0.9937,0.0006,0.998,0.0003,0.9991,0.0007,0.9978,0.0004,0.095,0.9973,0.0004,0.9985,0.0009,0.9971,0.0005,0.997961,0.772494,0.999379,0.997868,0.993549,0.779655,0.999999,0.998579,65.659,41545793.0,5.015,0.000511,632.754,1.0018,1.0018,0.0,0.0,0.0,0.0,2824507.0,1.0,1.0,1.0,0.0,0.0,1.0,11841.0,4.119,0.2773,0.0032,0.3997,0.0108,0.2628,0.0034,23.79,0.5017,0.0003,0.8853,0.0041,0.9939,0.0027,0.8682,0.0047,0.7748,0.0014,0.918009,0.509271,0.981405,0.975867,0.813,0.654064,0.999551,0.93531,165.187,113249661.0,5.015,0.938272,0.9933,0.0012,1.0,0.0,0.9918,0.0015,685.586,1.007276,9330.0,64959.0,2823910.0
5765.0,34358.0,1445416.0,9614.0,38183.0,727555.0,19.112,42.348,19.165,22.875,451.304,450.818,9.176808,0.9995,0.0002,0.013,8345.0,23.75,0.9978,0.0004,0.9936,0.0008,0.9982,0.0013,0.9931,0.0009,0.9972,0.0005,1.0,0.0,0.9969,0.0006,0.076,0.9974,0.0006,0.999,0.001,0.9972,0.0006,0.998018,0.758833,0.999191,0.998086,0.994318,0.765252,0.999998,0.998666,52.162,23540914.0,5.015,0.000511,451.304,0.9991,0.9991,0.0002,0.0002,0.0,0.0,1450895.0,1.0,1.0,1.0,0.0,0.0,1.0,11842.0,3.206,0.2817,0.0045,0.4386,0.0153,0.2626,0.0047,23.79,0.5015,0.0004,0.8898,0.0056,1.0,0.0,0.8704,0.0065,0.7751,0.0019,0.918382,0.507128,0.983367,0.976192,0.814786,0.64837,0.999604,0.934873,129.462,58363629.0,5.015,0.938272,0.9908,0.002,0.9978,0.0022,0.9891,0.0024,450.818,1.007276,5765.0,34358.0,1445416.0
8837.0,62103.0,2687110.0,9194.0,62420.0,1346036.0,35.283,54.229,35.285,51.531,650.62,648.616,9.176808,0.9998,0.0002,0.014,6821.0,23.75,0.9993,0.0003,0.9944,0.0005,0.999,0.0007,0.9939,0.0006,0.9982,0.0003,0.9995,0.0005,0.9981,0.0003,0.096,0.998,0.0004,0.9989,0.0008,0.9978,0.0004,0.997923,0.773372,0.998802,0.998076,0.993708,0.780705,0.999998,0.99862,66.745,43425728.0,5.015,0.000511,650.62,0.9995,0.9995,0.0003,0.0003,0.0,0.0,2687611.0,1.0,1.0,1.0,0.0,0.0,1.0,11843.0,4.143,0.2811,0.0034,0.438,0.0113,0.2622,0.0035,23.79,0.5008,0.0003,0.8783,0.0043,0.9907,0.0033,0.8585,0.005,0.776,0.0014,0.916815,0.506896,0.980933,0.973419,0.814206,0.651997,0.999493,0.935343,165.673,107458026.0,5.015,0.938272,0.9889,0.0016,0.9939,0.0027,0.9877,0.0019,648.616,1.007276,8837.0,62103.0,2687110.0
11094.0,67874.0,2853924.0,13405.0,70258.0,1435242.0,37.81,44.185,37.842,34.957,855.728,851.695,9.176808,1.0009,0.0,0.013,10795.0,23.75,1.0008,0.0003,0.9938,0.0006,0.9978,0.001,0.9933,0.0006,0.9974,0.0004,0.9991,0.0006,0.9973,0.0004,0.08,0.9971,0.0004,0.9966,0.0013,0.9971,0.0005,0.997861,0.764388,0.999049,0.998352,0.993281,0.771563,0.999998,0.998465,54.655,46769712.0,5.015,0.000511,855.728,1.0008,1.0008,0.0,0.0,0.0,0.0,2857475.0,1.0,1.0,1.0,0.0,0.0,1.0,11844.0,3.351,0.286,0.0032,0.4273,0.0107,0.2685,0.0034,23.79,0.5023,0.0003,0.888,0.004,0.9967,0.0019,0.8693,0.0046,0.7777,0.0013,0.919714,0.51125,0.982284,0.975738,0.818086,0.652024,0.99957,0.936698,135.51,115413638.0,5.015,0.938272,0.9916,0.0014,0.9966,0.002,0.9904,0.0016,851.695,1.007276,11094.0,67874.0,2853924.0
6212.0,11122.0,4235870.0,9094.0,14001.0,1411963.0,28.217,47.543,28.247,32.007,593.51,591.507,9.176808,0.9981,0.0005,0.011,8776.0,31.645,0.9973,0.0002,0.9892,0.0025,1.0,0.0,0.9871,0.003,0.9982,0.001,1.0,0.0,0.9978,0.0013,0.019,0.9985,0.0011,0.996,0.004,0.9991,0.0009,0.998004,0.756824,0.999439,0.997812,0.994357,0.763217,0.999999,0.998664,34.509,20481502.0,3.738,0.000511,593.51,0.997,0.997,0.0005,0.0005,0.0,0.0,2120444.0,2.0,1.0,1.0,0.0,0.0,1.0,11847.0,7.161,0.2583,0.0037,0.3246,0.0286,0.257,0.0037,18.125,0.3329,0.0002,0.8601,0.0054,1.0,0.0,0.857,0.0055,0.7513,0.0015,0.894541,0.457585,0.977076,0.970894,0.785397,0.614161,0.999333,0.917198,234.373,138633519.0,6.265,0.938272,0.9822,0.0028,1.0,0.0,0.9815,0.0029,591.507,1.007276,6212.0,11122.0,4235870.0
4461.0,9334.0,4244362.0,4435.0,9287.0,1408668.0,11.365,64.522,11.365,64.522,176.143,418.929,9.176808,0.9942,0.0011,0.011,4147.0,31.645,0.995,0.0002,0.9901,0.0025,0.9958,0.0042,0.9892,0.0028,0.9981,0.0011,1.0,0.0,0.9978,0.0013,0.022,0.9976,0.0014,1.0,0.0,0.9971,0.0017,0.997591,0.755137,1.0,0.997175,0.992713,0.762835,1.0,0.998272,46.783,8240444.0,3.738,0.000511,176.143,0.9933,0.9933,0.0013,0.0013,0.0,0.0,2122181.0,2.0,1.0,1.0,0.0,0.0,1.0,11848.0,10.131,0.259,0.0038,0.2882,0.0299,0.2585,0.0038,18.125,0.3319,0.0002,0.8604,0.0055,0.9851,0.0148,0.8583,0.0055,0.7545,0.0015,0.893795,0.457047,0.974444,0.969954,0.787509,0.614041,0.999232,0.917987,320.601,134309218.0,6.265,0.938272,0.9803,0.003,1.0,0.0,0.9798,0.0031,418.929,1.007276,4461.0,9334.0,4244362.0
7878.0,16024.0,7229630.0,8040.0,16182.0,1450274.0,46.913,63.282,46.914,62.107,741.322,739.318,9.176808,1.0004,0.0,0.011,7538.0,31.645,0.9999,0.0001,0.9895,0.002,1.0,0.0,0.988,0.0023,0.9981,0.0008,1.0,0.0,0.9977,0.001,0.022,0.9976,0.0011,0.9973,0.0027,0.9977,0.0012,0.998127,0.758821,0.999662,0.998626,0.993772,0.764886,1.0,0.998536,46.155,34215767.0,3.738,0.000511,741.322,1.0014,1.0014,0.0,0.0,0.0,0.0,2409973.0,3.0,1.0,1.0,0.0,0.0,1.0,11849.0,9.779,0.2564,0.0037,0.346,0.0239,0.2536,0.0037,18.125,0.2006,0.0001,0.8558,0.0054,1.0,0.0,0.8507,0.0056,0.7543,0.0015,0.895629,0.461886,0.976147,0.969879,0.786507,0.620297,0.999282,0.918936,309.456,228786308.0,6.265,0.938272,0.985,0.0026,0.993,0.007,0.9844,0.0027,739.318,1.007276,7878.0,16024.0,7229630.0
6352.0,12594.0,5396797.0,8082.0,14336.0,1085661.0,35.051,58.784,35.084,36.004,596.266,596.266,9.176808,1.0004,0.0,0.011,7669.0,31.645,0.8746,0.0002,0.9905,0.0021,1.0,0.0,0.9886,0.0025,0.9976,0.0011,1.0,0.0,0.9971,0.0013,0.021,0.9975,0.0012,0.9967,0.0033,0.9977,0.0013,0.997474,0.752863,0.999569,0.999143,0.990752,0.76087,1.0,0.997789,43.102,25700269.0,3.738,0.000511,596.266,0.8283,0.8283,0.0033,0.0033,0.0,0.0,1799823.0,3.0,1.0,1.0,0.0,0.0,1.0,11850.0,9.051,0.2515,0.0042,0.3689,0.0266,0.2477,0.0043,18.125,0.2011,0.0002,0.8577,0.0063,1.0,0.0,0.8522,0.0065,0.7486,0.0017,0.89489,0.459186,0.976817,0.970011,0.78611,0.616476,0.999305,0.917968,287.637,171507885.0,6.265,0.938272,0.9817,0.0034,1.0,0.0,0.9804,0.0036,596.266,1.007276,6352.0,12594.0,5396797.0
3525.0,7513.0,3408199.0,3416.0,7286.0,1101271.0,22.076,66.892,22.076,66.892,330.027,330.027,9.176808,0.9691,0.0029,0.011,3188.0,31.645,0.9698,0.0003,0.9919,0.0025,1.0,0.0,0.9905,0.003,0.9968,0.0016,1.0,0.0,0.9962,0.0019,0.023,1.0,0.0,1.0,0.0,1.0,0.0,0.996247,0.738307,0.999271,0.998608,0.987198,0.749471,0.999999,0.996793,48.355,15958475.0,3.738,0.000511,330.027,0.9693,0.9693,0.003,0.003,0.0,0.0,1704100.0,2.0,1.0,1.0,0.0,0.0,1.0,11859.0,10.327,0.2478,0.0043,0.3547,0.0365,0.2459,0.0043,18.125,0.3231,0.0003,0.8397,0.0067,1.0,0.0,0.8363,0.0068,0.7529,0.0017,0.894726,0.460075,0.975663,0.968524,0.787498,0.618257,0.999234,0.918879,326.148,107637532.0,6.265,0.938272,0.9804,0.0035,1.0,0.0,0.9795,0.0037,330.027,1.007276,3525.0,7513.0,3408199.0
9633.0,18238.0,7520774.0,11871.0,20474.0,1512382.0,49.058,53.691,49.08,43.262,913.704,909.698,9.176808,1.0001,0.0,0.011,11302.0,31.645,0.9993,0.0001,0.9903,0.0018,0.998,0.002,0.9887,0.0022,0.9979,0.0009,1.0,0.0,0.9975,0.001,0.02,0.9969,0.0012,1.0,0.0,0.9962,0.0014,0.997557,0.741495,0.99872,0.998722,0.992873,0.748731,0.999998,0.998209,39.257,35869426.0,3.738,0.000511,913.704,0.9997,0.9997,0.0002,0.0002,0.0,0.0,2508282.0,3.0,1.0,1.0,0.0,0.0,1.0,11860.0,8.267,0.2473,0.0036,0.3282,0.022,0.2446,0.0036,18.125,0.201,0.0001,0.8527,0.0055,1.0,0.0,0.8474,0.0057,0.752,0.0014,0.898028,0.465313,0.976015,0.97152,0.790836,0.620512,0.999317,0.920625,264.79,240878941.0,6.265,0.938272,0.9814,0.0028,1.0,0.0,0.9802,0.003,909.698,1.007276,9633.0,18238.0,7520774.0
