COINTRIG_cut,COINTRIG_scaler,COIN_PS,CPULT_phys,CPULT_scaler,CPULT_scaler_uncern,HMSTRIG_cut,HMSTRIG_scaler,HMS_PS,HMS_eLT_scaler,HMS_eLT_scaler_uncern,HMS_scaler_accp,HMS_track,HMS_track_uncern,PS1,PS2,PS3,PS4,PS5,PS6,SHMSTRIG_cut,SHMSTRIG_scaler,SHMS_PS,SHMS_eLT_scaler,SHMS_eLT_scaler_uncern,SHMS_scaler_accp,SHMS_track,SHMS_track_uncern,TLT,TLT_ELT,accp_edtm,c_int_Track_events,c_int_noTrack_events,charge,curr_corr,current,hTLT,h_int_etotnorm_evts,h_int_etottracknorm_evts,haccp_edtm,min_yield_COIN_notrack,min_yield_COIN_scaler,min_yield_COIN_track,min_yield_HMS_CPULT_notrack,min_yield_HMS_CPULT_track,min_yield_HMS_notrack,min_yield_HMS_scaler,min_yield_HMS_track,min_yield_SHMS_CPULT_notrack,min_yield_SHMS_CPULT_track,min_yield_SHMS_notrack,min_yield_SHMS_scaler,min_yield_SHMS_track,pTLT,p_int_etotnorm_evts,p_int_etottracknorm_evts,paccp_edtm,rate_COIN,rate_HMS,rate_SHMS,run number,sent_edtm,sent_edtm_HMS,sent_edtm_PS,sent_edtm_SHMS,time,tot_events,uncern_COIN_evts_notrack,uncern_COIN_evts_scaler,uncern_COIN_evts_track,uncern_CPULT_phys,uncern_HMS_evts_notrack,uncern_HMS_evts_scaler,uncern_HMS_evts_track,uncern_SHMS_evts_notrack,uncern_SHMS_evts_scaler,uncern_SHMS_evts_track,uncern_TLT,uncern_TLT_ELT,uncern_charge,uncern_yieldRel_COIN_notrack,uncern_yieldRel_COIN_scaler,uncern_yieldRel_COIN_track,uncern_yieldRel_HMS_CPULT_notrack,uncern_yieldRel_HMS_CPULT_track,uncern_yieldRel_HMS_notrack,uncern_yieldRel_HMS_scaler,uncern_yieldRel_HMS_track,uncern_yieldRel_SHMS_CPULT_notrack,uncern_yieldRel_SHMS_CPULT_track,uncern_yieldRel_SHMS_notrack,uncern_yieldRel_SHMS_scaler,uncern_yieldRel_SHMS_track,yieldRel_COIN_notrack,yieldRel_COIN_scaler,yieldRel_COIN_track,yieldRel_HMS_CPULT_notrack,yieldRel_HMS_CPULT_track,yieldRel_HMS_notrack,yieldRel_HMS_scaler,yieldRel_HMS_track,yieldRel_SHMS_CPULT_notrack,yieldRel_SHMS_CPULT_track,yieldRel_SHMS_notrack,yieldRel_SHMS_scaler,yieldRel_SHMS_track,yield_COIN_notrack,yield_COIN_scaler,yield_COIN_track,yield_HMS_CPULT_notrack,yield_HMS_CPULT_track,yield_HMS_notrack,yield_HMS_scaler,yield_HMS_track,yield_SHMS_CPULT_notrack,yield_SHMS_CPULT_track,yield_SHMS_notrack,yield_SHMS_scaler,yield_SHMS_track
18207,1054527,1,1.49547464854973,1.49547464854973,0.002360798534958,42734,21072617,17,0.960512556956435,0.00156264882068,21061061,0.9972,0.002,1025,,,17,1,,,760461393,1025,0.960512556956435,0.00156264882068,760449837,0.9852,0.0123,0.8599861543786778,1.4400388127669361,9938,268415.624347459,1307786.68510661,79650.8953982863,0.997961848792933,68.68970246886325,5.765230183454483,1432632.80611412,1434602.99117722,3919,18.37863019279111,4.9242329230230855,3.7439430337051256,182.28004239974564,183.44727104670164,196.93653697578478,270.2355913692167,198.1976183567422,378.43054564504007,354.8134668046744,408.8588095769219,10012.959485598862,383.342764819231,218.8192281066113,76993.9460010321,69942.8935392187,2467,909.4078040576729,18172.699562664955,655810.1646318862,12218,11556,679.7647058823529,11556,11.274146341463414,1159.57549,2951983,0.0008744430780646186,0.0009738030895345148,0.0019301724115379187,0.002360798534958,0.0008354732591035657,0.00021784157238559143,0.0008348993712500269,0.003603891528603416,3.626280667225258e-05,0.0037811874035741846,0.008626966712840457,130912619.34244874,109.78799996042649,0.010125771385918747,0.001378364918705148,0.01619948576434752,0.0031962717940615657,0.005196271794061565,0.00877624407592739,0.002742392116827107,0.00900124769575033,0.007343054982266255,0.019643054982266255,0.009450527956866375,0.002733966818182654,0.015511366112097056,1.0409448281903024,2.6645817207651454,1.0675195243915736,1.1239863470688625,1.1215108294325806,1.8090953445758235,0.9804672631971699,1.8051109123423785,1.7543272250595545,1.7252788801218826,2.823651038105909,0.9554402017566523,2.776896710767843,19.131140048408046,13.121021035477236,3.9967322866900408,204.88027900044747,205.7381011087298,356.2769722197768,264.95715068824467,357.76868369602545,663.8910090192362,612.1521806609314,1154.4746021006217,9566.784031101763,1064.5032627231733
18498,1064160,1,1.49747690602916,1.49747690602916,0.002350542036426,42991,21321008,17,0.960603398414967,0.00155658915316,21309302,0.9974,0.002,1025,,,17,1,,,768755007,1025,0.960603398414967,0.00155658915316,768743301,0.9866,0.0124,0.8628053989407142,1.44208181303492,10100,278051.622616407,1337369.26345768,80492.6321724021,0.997956887357245,68.52289838081208,5.801725610797881,1458084.83952925,1460340.50031113,3995,18.37863019279111,4.9242329230230855,3.7439430337051256,182.28004239974564,183.44727104670164,196.93653697578478,270.2355913692167,198.1976183567422,378.43054564504007,354.8134668046744,408.8588095769219,10012.959485598862,383.342764819231,219.95557833589612,78249.1452019248,70902.1085982881,2512,905.9130702142237,18150.4471295125,654436.5590079753,12219,11706,688.5882352941177,11706,11.420487804878048,1174.682246,3006316,0.0008647176651231438,0.0009693855345213105,0.00189643203575172,0.002350542036426,0.000828149230771928,0.00021656892133207535,0.0008275093986088028,0.00357486955289414,3.6066667932705554e-05,0.0037555229858766705,0.008585550985507133,131098346.63953818,110.94822116156146,0.010045749773615631,0.0013783649281583026,0.01621428599709785,0.003178691267197928,0.005178691267197928,0.008734838679011002,0.0027334666337580633,0.008960882029596566,0.007303776517478142,0.019703776517478143,0.009401663040129021,0.002725112574687047,0.015561210361669431,1.0499229653931723,2.660704391394015,1.088942538813519,1.1304843440201662,1.1279617928141998,1.8160368460391794,0.9816547400757542,1.8119845599900295,1.7619323958434232,1.725892604540391,2.8304099636648012,0.955764677586614,2.772514788666517,19.296145911879734,13.10192816253451,4.076938832296047,206.06473416024454,206.92151273671004,357.6440074793824,265.27804920476615,359.1310242892133,666.7690379486994,612.3699383495251,1157.2380483586494,9570.032994441224,1062.8234845896286
17614,746737,1,1.30232345835328,1.30232345835328,0.001883314203095,31836,17713352,17,0.96804702657173,0.001462437544232,17701338,0.9976,0.0022,513,,,17,1,,,643535582,513,0.96804702657173,0.001462437544232,643523568,0.9905,0.0124,0.8835525220575995,1.2630392162529338,10615,226943.9900024,1123058.51710146,66343.9977575275,0.997455780616705,55.026701281817786,4.953970367904112,1126062.93014115,1128285.19037084,3501,18.37863019279111,4.9242329230230855,3.7439430337051256,182.28004239974564,183.44727104670164,196.93653697578478,270.2355913692167,198.1976183567422,378.43054564504007,354.8134668046744,408.8588095769219,10012.959485598862,383.342764819231,188.17970700849008,79823.8470461178,73338.8581798491,4407,619.3548056186978,14691.718349051369,533758.010247685,12221,12014,706.7058823529412,12014,23.419103313840157,1205.669179,2990678,0.0009436236283517088,0.0011572206229742497,0.002099136387319621,0.001883314203095,0.0009423639613288773,0.00023760174369389652,0.0009414354681800569,0.003539432813034792,3.941973656735484e-05,0.0036926056337313285,0.00857607046712176,114821746.93208489,91.44633677929237,0.00980373061649767,0.001378366391388805,0.01605303878020004,0.002825678164423877,0.005025678164423878,0.008737100686243537,0.0023458944744155757,0.00900982399392781,0.006801113407517726,0.019201113407517727,0.009379576920305797,0.0023341637072232507,0.015547876485357517,1.0451089971326588,2.254705159343126,1.0491821024781278,1.2185919631125957,1.2161466849926286,1.6624845815458262,0.9898474266960233,1.6591485697427835,1.2555953044336747,1.242174992266447,1.7129670123135787,0.9711956055969926,1.6946581257191198,19.20767176945992,11.102693377347434,3.928078023661084,222.1249947041532,223.0987905543904,327.4039562652717,267.49200471849724,328.83929502301487,475.1556161661857,440.7404153841277,700.3616534990663,9724.542251434337,649.6349313365433
6706,276828,1,1.29995715415127,1.29995715415127,0.003068675445434,11878,6541620,17,0.968043807457818,0.001859668770933,6537021,0.9975,0.0037,513,,,17,1,,,246161281,513,0.968043807457818,0.001859668770933,246156682,0.9898,0.0201,0.8891063274624919,1.260806936486927,4089,82036.4171201107,413838.853442663,25380.8116857633,0.99745439917289,54.99683945300476,4.975429441182866,419658.283275554,420265.022528646,1346,18.37863019279111,4.9242329230230855,3.7439430337051256,182.28004239974564,183.44727104670164,196.93653697578478,270.2355913692167,198.1976183567422,378.43054564504007,354.8134668046744,408.8588095769219,10012.959485598862,383.342764819231,190.63209393346378,30376.4584202533,27871.8746968931,1709,599.8494161885405,14174.819519439076,533398.7194072611,12223,4599,270.52941176470586,4599,8.964912280701755,461.495823,1128517,0.0015544772444552977,0.0019006186760478483,0.003491376285214127,0.003068675445434,0.0015436615976238076,0.0003909825220604718,0.001542546898181029,0.005737615364685676,6.373678137231391e-05,0.005989863279001679,0.013905516407943241,114618812.40790245,34.98408739481146,0.015700501534444404,0.0013783675568921564,0.02593538310249148,0.0046123370430578075,0.008312337043057807,0.014058669027379615,0.0033866699638157895,0.014537406055462677,0.010184658366994732,0.030284658366994732,0.015105744396305056,0.0033646290268846838,0.025143458667544163,1.0003819914639103,2.1837214669839216,0.9859725878848348,1.1892632665138088,1.1863707004132638,1.6094080392165815,0.9555177872904972,1.6054935828743546,1.2512403009647806,1.2371102527505273,1.6932804165957231,0.9710701702257697,1.6741584830164586,18.38565067264312,10.753153142434497,3.6914252018356417,216.77895864459705,217.63646744057726,316.95124582430157,258.2149143122529,318.20500441273,473.50754982716603,438.94337759802164,692.3126154092417,9723.286272144222,641.7765416250988
12209,512688,1,1.29463883289153,1.29463883289153,0.002239034612267,22343,12385700,17,0.968781144617872,0.001579753348178,12377108,0.9973,0.0027,513,,,17,1,,,450810776,513,0.968781144617872,0.001579753348178,450802184,0.9884,0.0148,0.8791899441340782,1.256379066361958,7554,160563.03051233,777027.571064273,46438.125779468,0.997401111769387,53.86918850564089,4.964269087523277,776374.765879212,778030.783948711,2509,18.37863019279111,4.9242329230230855,3.7439430337051256,182.28004239974564,183.44727104670164,196.93653697578478,270.2355913692167,198.1976183567422,378.43054564504007,354.8134668046744,408.8588095769219,10012.959485598862,383.342764819231,188.43435754189943,55403.5343984263,50727.4949855076,3156,594.7287073500065,14367.668739320945,522949.8448762861,12233,8592,505.4117647058824,8592,16.748538011695906,862.053561,2076534,0.001134440664236881,0.0013966044573307953,0.0024956128991937498,0.002239034612267,0.0011349175042703152,0.0002841448059488632,0.0011337090398459413,0.004248457367653823,4.709804232610643e-05,0.004439952170548076,0.010116177494188644,114216278.760178,64.0087694267275,0.011588513143930026,0.0013783667698138052,0.019126805814543655,0.0033739521165373153,0.006073952116537315,0.010272535217148078,0.002644600010927338,0.010621439628767257,0.007865858749731936,0.022665858749731937,0.011058315063825068,0.002629712754777622,0.01847501913533029,1.0382359106929047,2.210192660398745,1.0683917483008918,1.20750253355307,1.2056339431130225,1.645761097434797,0.9888538342670588,1.6432143090282998,1.2524935295786066,1.2374703129452682,1.7070814085200214,0.9720285499441815,1.68660557115616,19.08135385550059,10.883503464559482,3.999997843319164,220.1036130138539,221.17025674535833,324.110491218276,267.22350068087604,325.6811624991288,473.9818098153142,439.071131803976,697.955272538391,9732.882489436499,646.5480428065206
14067,414972,1,1.23436987986735,1.23436987986735,0.00211294497453,26289,12697915,17,0.977195726681232,0.00133603202835,12685844,0.9975,0.0026,513,,,17,1,,,465642595,513,0.977195726681232,0.00133603202835,465630524,0.9942,0.0155,0.9134288791318035,1.2075597928048134,11026,157673.158920084,802651.146429091,47572.742348677,0.996435350843197,39.27455237293969,5.540386049208848,733835.465342994,735864.745839252,3934,18.37863019279111,4.9242329230230855,3.7439430337051256,182.28004239974564,183.44727104670164,196.93653697578478,270.2355913692167,198.1976183567422,378.43054564504007,354.8134668046744,408.8588095769219,10012.959485598862,383.342764819231,208.92287300140833,52038.7069599833,48080.9864563079,4916,342.58776649559223,10482.997260058217,384419.8080985262,12234,12071,710.0588235294117,12071,23.530214424951268,1211.286685,2049864,0.0011161860355928005,0.0015523534208451576,0.002518379153326625,0.00211294497453,0.0011673488278965722,0.00028062980352911386,0.0011657381286269356,0.004383658879756391,4.634188013573366e-05,0.00456050898125548,0.008699257281727225,109778162.98225576,65.5728586786927,0.009622966769564117,0.0013783703743275538,0.018505587035372983,0.0032802938024265723,0.005880293802426572,0.008884800809724747,0.0025383448230747252,0.009257412458591522,0.00787497422860887,0.023374974228608868,0.009838366089781427,0.002523210043586539,0.01835874307561825,1.0086294371229192,1.7260463107371824,0.9807533973965961,1.1696498446177774,1.1683423752531215,1.462982965024245,0.9903062166890395,1.461347599178146,1.2056050214348388,1.1949899445653172,1.5079552372216436,0.981006013294809,1.494678035754902,18.537227426445185,8.499454069994568,3.6718848499656205,213.20382326978435,214.32922038840658,288.1147987864405,267.61598610357424,289.63561374845165,456.2377660939863,423.99852502794585,616.540783185726,9822.77346624978,572.9740107408616
13286,406787,1,1.23394519154493,1.23394519154493,0.002130173833307,25523,12486420,17,0.977268145887215,0.00133955552229,12474526,0.9974,0.0026,513,,,17,1,,,457812165,513,0.977268145887215,0.00133955552229,457800271,0.9926,0.0156,0.9121405750798722,1.2071998447609205,10849,163129.653497792,804308.270884963,46767.2529017006,0.996427516977934,39.18842976586918,5.5027745081553725,722516.004541308,725595.03962108,3850,18.37863019279111,4.9242329230230855,3.7439430337051256,182.28004239974564,183.44727104670164,196.93653697578478,270.2355913692167,198.1976183567422,378.43054564504007,354.8134668046744,408.8588095769219,10012.959485598862,383.342764819231,208.32268370607028,50898.3459219251,47078.4793535723,4830,340.8655157204872,10462.944963341026,383621.84564855264,12238,11894,699.6470588235294,11894,23.185185185185187,1193.394407,2011248,0.0011150355980401492,0.0015678931665464185,0.0024759025273422223,0.002130173833307,0.001176457558090439,0.00028299647793548165,0.001173958777848729,0.004432494092907663,4.6736516126465515e-05,0.004608809810858788,0.008757569098127497,109745440.43281095,64.46259810908275,0.009699555028332703,0.0013783704218169016,0.018651508320803104,0.003306631391397439,0.0059066313913974395,0.008943096438828704,0.00255296544950271,0.009313376074989704,0.007941038348026177,0.023541038348026178,0.009911706483338972,0.002537662286784892,0.0184824761710076,1.029579881951489,1.7208906510915105,1.0354060522130513,1.171854870774423,1.172409056038717,1.4673061861748062,0.9905899845569598,1.4680000941721747,1.199917556089915,1.1925647912504052,1.5024441139088833,0.9811287767267265,1.493237549509513,18.92226790432394,8.47406640102745,3.876501276239179,213.60575553111028,215.07524188074214,288.9661989884125,267.69267028117326,290.9541224123983,454.08545548016946,423.1380479727491,614.2875118686393,9824.002691519883,572.42181076087
22963,674263,1,1.23353505166958,1.23353505166958,0.001653328706495,42449,20713558,17,0.977283154066032,0.001179898865871,20693819,0.9974,0.002,513,,,17,1,,,759571877,513,0.977283154066032,0.001179898865871,759552138,0.9925,0.0121,0.9135214549875881,1.2068076322318713,18032,263277.769224558,1317120.21378222,77592.8150173355,0.996426307480943,39.17516665282526,5.486954759612949,1191126.44135502,1194215.92484961,6371,18.37863019279111,4.9242329230230855,3.7439430337051256,182.28004239974564,183.44727104670164,196.93653697578478,270.2355913692167,198.1976183567422,378.43054564504007,354.8134668046744,408.8588095769219,10012.959485598862,383.342764819231,209.10876944120776,84453.7456557194,78065.6983133845,8046,340.42282635231777,10457.889515178296,383493.68894048035,12239,19739,1161.1176470588234,19739,38.4775828460039,1980.663304,3326214,0.0008713392801332118,0.001217826263407474,0.0019489150316376344,0.001653328706495,0.0009162649362787325,0.00021972154675753628,0.0009150789620555325,0.0034410465046548814,3.628403370131179e-05,0.003579067388157281,0.00680309995105049,109709784.74835193,106.9516217794672,0.0075736012751996575,0.001378370171976159,0.014491770898325373,0.0025695936427737325,0.004569593642773732,0.00700154373752156,0.0021637184892726404,0.007281594242226587,0.006472745383124857,0.018572745383124856,0.007747443082861021,0.0021528392122525993,0.014367772072321133,1.014674697787471,1.7191758234291727,1.005772213481633,1.1647949468938528,1.1634104812768362,1.4557776419233086,0.9904473759360278,1.454047316687404,1.2004163697045416,1.1924188027717957,1.5002978135119505,0.9811342539802742,1.490302338204023,18.64833103661801,8.465622190195255,3.7655538721587436,212.31887230682096,213.42447789736536,286.6958074071504,267.65413235616137,288.18871514545515,454.2742217885278,423.08624929454015,613.4099780433548,9824.05753503775,571.2966187436948
12590,191066,1,1.0826946298866,1.0826946298866,0.00169542012486,36778,7990637,9,0.985765934049721,0.001180424964817,7978514,0.9975,0.0024,257,,,9,1,,,294761766,257,0.985765934049721,0.001180424964817,294749643,0.9951,0.0158,0.9464653963540378,1.067873995908951,11474,102153.452480876,493665.179017469,29833.2636631234,0.994291568963991,24.5251276781458,3.352635486265776,679596.749542509,682153.287076535,4516,18.37863019279111,4.9242329230230855,3.7439430337051256,182.28004239974564,183.44727104670164,196.93653697578478,270.2355913692167,198.1976183567422,378.43054564504007,354.8134668046744,408.8588095769219,10012.959485598862,383.342764819231,127.15383980862823,50264.2259113136,46857.8921203047,5998,157.07024541015343,6568.888837226154,242315.7595969467,12243,12123,1347.0,12123,47.17120622568093,1216.43663,2206694,0.0014232583894842044,0.0022877485784602485,0.0031287688235761978,0.00169542012486,0.001213037853571725,0.00035376046740391175,0.0012107626407088384,0.004460366041271104,5.8245774578175094e-05,0.004619645242022841,0.008836174218254831,97079454.173541,41.12166566022374,0.009437176946560065,0.0013783830735423464,0.018626695596786518,0.002908457978431725,0.005308457978431725,0.00902493077795248,0.002213489499718219,0.009338596015827752,0.0075341692396214445,0.02333416923962145,0.009993636972331972,0.002185813776908085,0.01869526089507072,0.9567535719307999,1.2250719704478157,0.9790952029982555,1.04480243375041,1.0446716755826269,1.1062371576932455,0.995325065188684,1.1060987109025404,1.0628829294850701,1.0620098489909398,1.1253807924753723,0.9923761211115515,1.1244563745633684,17.58382008414814,6.032539729951898,3.6656766645994243,190.44663192338217,191.64216802541813,217.8585149100429,268.9722575958682,219.22613016834623,402.2273669618337,376.8153963011841,460.1218511322137,9936.621895165714,431.0522155437305
16118,230062,1,1.08254951682339,1.08254951682339,0.00154361375132,44295,9640263,9,0.985746924705534,0.001127264730234,9625626,0.9978,0.0022,257,,,9,1,,1.0,355372259,257,0.985746924705534,0.001127264730234,355357622,0.9952,0.0144,0.9441825510692081,1.0677517371020793,13820,130970.910988997,610423.009647045,35974.3050675955,0.994284459746098,24.494622342029185,3.341258454601353,820587.573196142,823715.869179027,5434,18.37863019279111,4.9242329230230855,3.7439430337051256,182.28004239974564,183.44727104670164,196.93653697578478,270.2355913692167,198.1976183567422,378.43054564504007,354.8134668046744,408.8588095769219,10012.959485598862,383.342764819231,125.96283391405342,60638.4218072738,56514.5041948801,7174,156.64741249798314,6563.979513131437,241970.18562784427,12244,14637,1626.3333333333333,14637,56.95330739299611,1468.661348,2658863,0.0012799250888130477,0.0020848631562104068,0.002763201626333056,0.00154361375132,0.0011039198232207996,0.00032207391979464895,0.0011018216039651529,0.0040609351589042985,5.304668370630759e-05,0.004206491726544491,0.008031856778271536,97068339.73655266,49.586363904158155,0.008617627687167615,0.0013783828155139435,0.01698499203546429,0.0026475335745407996,0.0048475335745408,0.008223703634542546,0.002094376806856425,0.008512890312272812,0.006982931725708453,0.021382931725708453,0.009105045681242546,0.0020701440891731336,0.01703707301321191,0.9834645763996359,1.2230788304707991,1.0431162577387934,1.046351229520897,1.045958254839747,1.1104068018005357,0.9958257941190957,1.1099897699793142,1.0635159160735184,1.0622622486991586,1.1286222768351777,0.9922020299054735,1.1272918624003214,18.07473175735887,6.02272504445688,3.905367846505716,190.7289464820951,191.87818747912212,218.6796701809541,269.10757237449366,219.99732881024818,402.4669084218862,376.9049511166777,461.44716056882595,9934.878726972456,432.1391792907593
